날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 06,서울 강남구 ,강남구,111261,0.004,0.3,0.023,0.014,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 07,서울 강남구 ,강남구,111261,0.005,0.3,0.017,0.018,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 08,서울 강남구 ,강남구,111261,0.004,0.4,0.013,0.028,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 09,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.022,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 10,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.019,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 11,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.017,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 12,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.017,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 13,서울 강남구 ,강남구,111261,0.004,0.3,0.027,0.021,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 14,서울 강남구 ,강남구,111261,0.004,0.2,0.033,0.015,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 15,서울 강남구 ,강남구,111261,0.004,0.2,0.029,0.02,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 16,서울 강남구 ,강남구,111261,0.004,0.2,0.026,0.022,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 17,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.021,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 18,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.024,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 19,서울 강남구 ,강남구,111261,0.005,0.2,0.019,0.026,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 20,서울 강남구 ,강남구,111261,0.004,0.3,0.016,0.027,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 21,서울 강남구 ,강남구,111261,0.005,0.3,0.018,0.023,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 22,서울 강남구 ,강남구,111261,0.004,0.4,0.026,0.018,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 23,서울 강남구 ,강남구,111261,0.004,0.3,0.021,0.021,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 24,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.015,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
